source_db,source_id,source_name,omen_key,omen_c,omen_x,posture,implement,pattern,laterality,angle,mechanic,primary_muscles
free-exercise-db,Leverage_Shoulder_Press,Leverage Shoulder Press,OMEN-0.2-6ADFLWBYLTH2Y,machine vertical-push,posture=standing|implement=machine|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=vertical-push|angle=flat|contraction=dynamic|range=full,standing,machine,vertical-push,bilateral,flat,compound,anterior-deltoid;triceps;upper-pectoralis
free-exercise-db,Leverage_Shrug,Leverage Shrug,OMEN-0.2-GCEW2DJVWK2CW,machine scapular-elevation,posture=standing|implement=machine|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=scapular-elevation|angle=flat|contraction=dynamic|range=full,standing,machine,scapular-elevation,bilateral,flat,isolation,upper-trapezius
free-exercise-db,Low_Cable_Crossover,Low Cable Crossover,OMEN-0.2-WUA6WN6MDFNDS,cable horizontal-push,posture=supine|implement=cable|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=horizontal-push|angle=flat|contraction=dynamic|range=full,supine,cable,horizontal-push,bilateral,flat,compound,pectoralis-major;anterior-deltoid;triceps
free-exercise-db,Low_Cable_Triceps_Extension,Low Cable Triceps Extension,OMEN-0.2-ZASNKFPNICBCY,cable elbow-extension,posture=standing|implement=cable|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=elbow-extension|angle=flat|contraction=dynamic|range=full,standing,cable,elbow-extension,bilateral,flat,isolation,triceps
free-exercise-db,Low_Pulley_Row_To_Neck,Low Pulley Row To Neck,OMEN-0.2-624EQWAP6WYWE,cable cervical-flexion,posture=standing|implement=cable|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=cervical-flexion|angle=flat|contraction=dynamic|range=full,standing,cable,cervical-flexion,bilateral,flat,isolation,sternocleidomastoid
free-exercise-db,Lunge_Pass_Through,Lunge Pass Through,OMEN-0.2-XVQG6RPGWCHW2,kettlebell lunge,posture=standing|implement=kettlebell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=lunge|angle=flat|contraction=dynamic|range=full,standing,kettlebell,lunge,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Lunge_Sprint,Lunge Sprint,OMEN-0.2-EXI2UHHVI7A2E,machine lunge,posture=standing|implement=machine|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=lunge|angle=flat|contraction=dynamic|range=full,standing,machine,lunge,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Lying_Cable_Curl,Lying Cable Curl,OMEN-0.2-RXINHA5633GFM,cable elbow-flexion,posture=supine|implement=cable|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=bilateral|pattern=elbow-flexion|angle=flat|contraction=dynamic|range=full,supine,cable,elbow-flexion,bilateral,flat,isolation,biceps;brachialis
free-exercise-db,Lying_Cambered_Barbell_Row,Lying Cambered Barbell Row,OMEN-0.2-GR4WQBNHRNQEC,barbell horizontal-pull,posture=supine|implement=barbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=horizontal-pull|angle=flat|contraction=dynamic|range=full,supine,barbell,horizontal-pull,bilateral,flat,compound,latissimus-dorsi;rhomboids;mid-trapezius;posterior-deltoid
free-exercise-db,Lying_Close-Grip_Bar_Curl_On_High_Pulley,Lying Close-Grip Bar Curl On High Pulley,OMEN-0.2-UIFWPHZJM43BC,cable close-grip elbow-flexion,posture=supine|implement=cable|attachment=none|grip_orientation=supinated|grip_width=close|laterality=bilateral|pattern=elbow-flexion|angle=flat|contraction=dynamic|range=full,supine,cable,elbow-flexion,bilateral,flat,isolation,biceps;brachialis
free-exercise-db,Lying_Close-Grip_Barbell_Triceps_Extension_Behind_The_Head,Lying Close-Grip Barbell Triceps Extension Behind The Head,OMEN-0.2-QPECPZ7RZO4ZY,barbell close-grip elbow-extension,posture=supine|implement=barbell|attachment=none|grip_orientation=pronated|grip_width=close|laterality=bilateral|pattern=elbow-extension|angle=flat|contraction=dynamic|range=full,supine,barbell,elbow-extension,bilateral,flat,isolation,triceps
free-exercise-db,Lying_Close-Grip_Barbell_Triceps_Press_To_Chin,Lying Close-Grip Barbell Triceps Press To Chin,OMEN-0.2-5VOMAN4RZVDRM,supine ez-bar close-grip vertical-push,posture=supine|implement=ez-bar|attachment=none|grip_orientation=pronated|grip_width=close|laterality=bilateral|pattern=vertical-push|angle=flat|contraction=dynamic|range=full,supine,ez-bar,vertical-push,bilateral,flat,compound,anterior-deltoid;triceps;upper-pectoralis
free-exercise-db,Lying_Dumbbell_Tricep_Extension,Lying Dumbbell Tricep Extension,OMEN-0.2-GZB37P2DWXIX2,dumbbell elbow-extension,posture=supine|implement=dumbbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=elbow-extension|angle=flat|contraction=dynamic|range=full,supine,dumbbell,elbow-extension,bilateral,flat,isolation,triceps
free-exercise-db,Lying_Face_Down_Plate_Neck_Resistance,Lying Face Down Plate Neck Resistance,OMEN-0.2-3NTKAZ7XRCXFK,plate cervical-flexion,posture=supine|implement=plate|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=cervical-flexion|angle=flat|contraction=dynamic|range=full,supine,plate,cervical-flexion,bilateral,flat,isolation,sternocleidomastoid
free-exercise-db,Lying_Face_Up_Plate_Neck_Resistance,Lying Face Up Plate Neck Resistance,OMEN-0.2-3NTKAZ7XRCXFK,plate cervical-flexion,posture=supine|implement=plate|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=cervical-flexion|angle=flat|contraction=dynamic|range=full,supine,plate,cervical-flexion,bilateral,flat,isolation,sternocleidomastoid
free-exercise-db,Lying_High_Bench_Barbell_Curl,Lying High Bench Barbell Curl,OMEN-0.2-KPZETYNYAFW5C,barbell elbow-flexion,posture=supine|implement=barbell|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=bilateral|pattern=elbow-flexion|angle=flat|contraction=dynamic|range=full,supine,barbell,elbow-flexion,bilateral,flat,isolation,biceps;brachialis
free-exercise-db,Lying_Leg_Curls,Lying Leg Curls,OMEN-0.2-3L2QEDKRYH4YC,machine knee-flexion,posture=supine|implement=machine|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=knee-flexion|angle=flat|contraction=dynamic|range=full,supine,machine,knee-flexion,bilateral,flat,isolation,hamstrings
free-exercise-db,Lying_Machine_Squat,Lying Machine Squat,OMEN-0.2-ILZQJT7CJRYLS,supine machine squat,posture=supine|implement=machine|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,supine,machine,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Lying_One-Arm_Lateral_Raise,Lying One-Arm Lateral Raise,OMEN-0.2-UUMVN64UFVFOU,dumbbell unilateral shoulder-abduction,posture=supine|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=unilateral|pattern=shoulder-abduction|angle=flat|contraction=dynamic|range=full,supine,dumbbell,shoulder-abduction,unilateral,flat,isolation,lateral-deltoid
free-exercise-db,Lying_Rear_Delt_Raise,Lying Rear Delt Raise,OMEN-0.2-LK6YJZJUMP2YW,dumbbell shoulder-horizontal-abduction,posture=supine|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=shoulder-horizontal-abduction|angle=flat|contraction=dynamic|range=full,supine,dumbbell,shoulder-horizontal-abduction,bilateral,flat,isolation,posterior-deltoid
free-exercise-db,Lying_Supine_Dumbbell_Curl,Lying Supine Dumbbell Curl,OMEN-0.2-LDESLWWEK2H4G,dumbbell elbow-flexion,posture=supine|implement=dumbbell|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=bilateral|pattern=elbow-flexion|angle=flat|contraction=dynamic|range=full,supine,dumbbell,elbow-flexion,bilateral,flat,isolation,biceps;brachialis
free-exercise-db,Lying_T-Bar_Row,Lying T-Bar Row,OMEN-0.2-SPGI5OB4JJAEW,machine horizontal-pull,posture=supine|implement=machine|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=horizontal-pull|angle=flat|contraction=dynamic|range=full,supine,machine,horizontal-pull,bilateral,flat,compound,latissimus-dorsi;rhomboids;mid-trapezius;posterior-deltoid
free-exercise-db,Lying_Triceps_Press,Lying Triceps Press,OMEN-0.2-7XXLIZ4S6BOMQ,supine ez-bar vertical-push,posture=supine|implement=ez-bar|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=vertical-push|angle=flat|contraction=dynamic|range=full,supine,ez-bar,vertical-push,bilateral,flat,compound,anterior-deltoid;triceps;upper-pectoralis
free-exercise-db,Machine_Bench_Press,Machine Bench Press,OMEN-0.2-3UPZ3OXB2RIYC,machine horizontal-push,posture=supine|implement=machine|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=horizontal-push|angle=flat|contraction=dynamic|range=full,supine,machine,horizontal-push,bilateral,flat,compound,pectoralis-major;anterior-deltoid;triceps
free-exercise-db,Machine_Bicep_Curl,Machine Bicep Curl,OMEN-0.2-2SVDPKOX4A4OI,machine elbow-flexion,posture=standing|implement=machine|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=bilateral|pattern=elbow-flexion|angle=flat|contraction=dynamic|range=full,standing,machine,elbow-flexion,bilateral,flat,isolation,biceps;brachialis
free-exercise-db,Machine_Preacher_Curls,Machine Preacher Curls,OMEN-0.2-2SVDPKOX4A4OI,machine elbow-flexion,posture=standing|implement=machine|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=bilateral|pattern=elbow-flexion|angle=flat|contraction=dynamic|range=full,standing,machine,elbow-flexion,bilateral,flat,isolation,biceps;brachialis
free-exercise-db,Machine_Shoulder_Military_Press,Machine Shoulder (Military) Press,OMEN-0.2-6ADFLWBYLTH2Y,machine vertical-push,posture=standing|implement=machine|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=vertical-push|angle=flat|contraction=dynamic|range=full,standing,machine,vertical-push,bilateral,flat,compound,anterior-deltoid;triceps;upper-pectoralis
free-exercise-db,Machine_Triceps_Extension,Machine Triceps Extension,OMEN-0.2-W2UJGU5EDTCV2,machine elbow-extension,posture=standing|implement=machine|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=elbow-extension|angle=flat|contraction=dynamic|range=full,standing,machine,elbow-extension,bilateral,flat,isolation,triceps
free-exercise-db,Middle_Back_Shrug,Middle Back Shrug,OMEN-0.2-7KLBTG5UEYDUS,dumbbell scapular-elevation,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=scapular-elevation|angle=flat|contraction=dynamic|range=full,standing,dumbbell,scapular-elevation,bilateral,flat,isolation,upper-trapezius
free-exercise-db,Monster_Walk,Monster Walk,OMEN-0.2-R4YDI4ZA5DPZA,band hip-abduction,posture=seated|implement=band|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=hip-abduction|angle=flat|contraction=dynamic|range=full,seated,band,hip-abduction,bilateral,flat,isolation,gluteus-medius
free-exercise-db,Narrow_Stance_Hack_Squats,Narrow Stance Hack Squats,OMEN-0.2-P2AS5AJ3T4NVQ,machine narrow-grip squat,posture=standing|implement=machine|attachment=none|grip_orientation=neutral|grip_width=narrow|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,machine,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Narrow_Stance_Leg_Press,Narrow Stance Leg Press,OMEN-0.2-P2AS5AJ3T4NVQ,machine narrow-grip squat,posture=standing|implement=machine|attachment=none|grip_orientation=neutral|grip_width=narrow|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,machine,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Narrow_Stance_Squats,Narrow Stance Squats,OMEN-0.2-QP7BUMKBWDK7Y,barbell narrow-grip squat,posture=standing|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=narrow|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,barbell,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Natural_Glute_Ham_Raise,Natural Glute Ham Raise,OMEN-0.2-ZH4VK4KLQ3S3Q,knee-flexion,posture=prone|implement=bodyweight|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=knee-flexion|angle=flat|contraction=dynamic|range=full,prone,bodyweight,knee-flexion,bilateral,flat,isolation,hamstrings
free-exercise-db,Neck_Press,Neck Press,OMEN-0.2-UZPKJRIPUZZH4,barbell cervical-flexion,posture=standing|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=cervical-flexion|angle=flat|contraction=dynamic|range=full,standing,barbell,cervical-flexion,bilateral,flat,isolation,sternocleidomastoid
free-exercise-db,Oblique_Crunches,Oblique Crunches,OMEN-0.2-NEBO6LLZQU252,spinal-flexion,posture=supine|implement=bodyweight|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=spinal-flexion|angle=flat|contraction=dynamic|range=full,supine,bodyweight,spinal-flexion,bilateral,flat,isolation,rectus-abdominis
free-exercise-db,Oblique_Crunches_-_On_The_Floor,Oblique Crunches - On The Floor,OMEN-0.2-NEBO6LLZQU252,spinal-flexion,posture=supine|implement=bodyweight|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=spinal-flexion|angle=flat|contraction=dynamic|range=full,supine,bodyweight,spinal-flexion,bilateral,flat,isolation,rectus-abdominis
free-exercise-db,Olympic_Squat,Olympic Squat,OMEN-0.2-HWYDOFIMW3MXQ,barbell squat,posture=standing|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,barbell,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,One-Arm_Dumbbell_Row,One-Arm Dumbbell Row,OMEN-0.2-UOGDWEQXM4QTA,dumbbell unilateral horizontal-pull,posture=bent-over|implement=dumbbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=unilateral|pattern=horizontal-pull|angle=flat|contraction=dynamic|range=full,bent-over,dumbbell,horizontal-pull,unilateral,flat,compound,latissimus-dorsi;rhomboids;mid-trapezius;posterior-deltoid
free-exercise-db,One-Arm_Flat_Bench_Dumbbell_Flye,One-Arm Flat Bench Dumbbell Flye,OMEN-0.2-ZHEXKNZAWW2Q6,dumbbell unilateral shoulder-horizontal-adduction,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=unilateral|pattern=shoulder-horizontal-adduction|angle=flat|contraction=dynamic|range=full,standing,dumbbell,shoulder-horizontal-adduction,unilateral,flat,isolation,pectoralis-major
free-exercise-db,One-Arm_High-Pulley_Cable_Side_Bends,One-Arm High-Pulley Cable Side Bends,OMEN-0.2-SLHQOEACY65EI,cable unilateral spinal-lateral-flexion,posture=standing|implement=cable|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=unilateral|pattern=spinal-lateral-flexion|angle=flat|contraction=dynamic|range=full,standing,cable,spinal-lateral-flexion,unilateral,flat,isolation,obliques
free-exercise-db,One-Arm_Incline_Lateral_Raise,One-Arm Incline Lateral Raise,OMEN-0.2-XXFAG3CMYZW56,incline dumbbell unilateral shoulder-abduction,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=unilateral|pattern=shoulder-abduction|angle=incline|contraction=dynamic|range=full,standing,dumbbell,shoulder-abduction,unilateral,incline,isolation,lateral-deltoid
free-exercise-db,One-Arm_Kettlebell_Floor_Press,One-Arm Kettlebell Floor Press,OMEN-0.2-PTN2SBQCR6DLG,kettlebell unilateral horizontal-push,posture=supine|implement=kettlebell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=unilateral|pattern=horizontal-push|angle=flat|contraction=dynamic|range=full,supine,kettlebell,horizontal-push,unilateral,flat,compound,pectoralis-major;anterior-deltoid;triceps
free-exercise-db,One-Arm_Kettlebell_Military_Press_To_The_Side,One-Arm Kettlebell Military Press To The Side,OMEN-0.2-XPX7WFFJROGVA,kettlebell unilateral vertical-push,posture=standing|implement=kettlebell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=unilateral|pattern=vertical-push|angle=flat|contraction=dynamic|range=full,standing,kettlebell,vertical-push,unilateral,flat,compound,anterior-deltoid;triceps;upper-pectoralis
free-exercise-db,One-Arm_Kettlebell_Para_Press,One-Arm Kettlebell Para Press,OMEN-0.2-XPX7WFFJROGVA,kettlebell unilateral vertical-push,posture=standing|implement=kettlebell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=unilateral|pattern=vertical-push|angle=flat|contraction=dynamic|range=full,standing,kettlebell,vertical-push,unilateral,flat,compound,anterior-deltoid;triceps;upper-pectoralis
free-exercise-db,One-Arm_Kettlebell_Push_Press,One-Arm Kettlebell Push Press,OMEN-0.2-XPX7WFFJROGVA,kettlebell unilateral vertical-push,posture=standing|implement=kettlebell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=unilateral|pattern=vertical-push|angle=flat|contraction=dynamic|range=full,standing,kettlebell,vertical-push,unilateral,flat,compound,anterior-deltoid;triceps;upper-pectoralis
free-exercise-db,One-Arm_Kettlebell_Row,One-Arm Kettlebell Row,OMEN-0.2-BZ55HKMKRDYLG,kettlebell unilateral horizontal-pull,posture=bent-over|implement=kettlebell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=unilateral|pattern=horizontal-pull|angle=flat|contraction=dynamic|range=full,bent-over,kettlebell,horizontal-pull,unilateral,flat,compound,latissimus-dorsi;rhomboids;mid-trapezius;posterior-deltoid
free-exercise-db,One-Arm_Kettlebell_Swings,One-Arm Kettlebell Swings,OMEN-0.2-LOVGFN5GRMKUW,kettlebell unilateral hip-hinge,posture=standing|implement=kettlebell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=unilateral|pattern=hip-hinge|angle=flat|contraction=dynamic|range=full,standing,kettlebell,hip-hinge,unilateral,flat,compound,gluteus-maximus;hamstrings;erector-spinae
free-exercise-db,One-Arm_Long_Bar_Row,One-Arm Long Bar Row,OMEN-0.2-SWGXN6OTDUI5Y,barbell unilateral horizontal-pull,posture=bent-over|implement=barbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=unilateral|pattern=horizontal-pull|angle=flat|contraction=dynamic|range=full,bent-over,barbell,horizontal-pull,unilateral,flat,compound,latissimus-dorsi;rhomboids;mid-trapezius;posterior-deltoid
free-exercise-db,One-Arm_Medicine_Ball_Slam,One-Arm Medicine Ball Slam,OMEN-0.2-ELZHGG6H72Q4Q,medicine-ball unilateral spinal-flexion,posture=supine|implement=medicine-ball|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=unilateral|pattern=spinal-flexion|angle=flat|contraction=dynamic|range=full,supine,medicine-ball,spinal-flexion,unilateral,flat,isolation,rectus-abdominis
free-exercise-db,One-Arm_Overhead_Kettlebell_Squats,One-Arm Overhead Kettlebell Squats,OMEN-0.2-BGWENC5D5FAXY,kettlebell unilateral squat,posture=standing|implement=kettlebell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=unilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,kettlebell,squat,unilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,One-Arm_Side_Deadlift,One-Arm Side Deadlift,OMEN-0.2-FK2JXVLOTVK2G,barbell unilateral hip-hinge,posture=standing|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=unilateral|pattern=hip-hinge|angle=flat|contraction=dynamic|range=full,standing,barbell,hip-hinge,unilateral,flat,compound,gluteus-maximus;hamstrings;erector-spinae
free-exercise-db,One-Arm_Side_Laterals,One-Arm Side Laterals,OMEN-0.2-5HAPIRXIPME2C,dumbbell unilateral shoulder-abduction,posture=standing|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=unilateral|pattern=shoulder-abduction|angle=flat|contraction=dynamic|range=full,standing,dumbbell,shoulder-abduction,unilateral,flat,isolation,lateral-deltoid
free-exercise-db,One-Legged_Cable_Kickback,One-Legged Cable Kickback,OMEN-0.2-MLOL6G7Y6TTBG,cable unilateral elbow-extension,posture=standing|implement=cable|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=unilateral|pattern=elbow-extension|angle=flat|contraction=dynamic|range=full,standing,cable,elbow-extension,unilateral,flat,isolation,triceps
free-exercise-db,One_Arm_Dumbbell_Bench_Press,One Arm Dumbbell Bench Press,OMEN-0.2-KYBGMXCO33UC2,dumbbell horizontal-push,posture=supine|implement=dumbbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=horizontal-push|angle=flat|contraction=dynamic|range=full,supine,dumbbell,horizontal-push,bilateral,flat,compound,pectoralis-major;anterior-deltoid;triceps
free-exercise-db,One_Arm_Dumbbell_Preacher_Curl,One Arm Dumbbell Preacher Curl,OMEN-0.2-ZNSD76WQCIMAE,dumbbell elbow-flexion,posture=standing|implement=dumbbell|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=bilateral|pattern=elbow-flexion|angle=flat|contraction=dynamic|range=full,standing,dumbbell,elbow-flexion,bilateral,flat,isolation,biceps;brachialis
free-exercise-db,One_Arm_Floor_Press,One Arm Floor Press,OMEN-0.2-VRQRJHQSX5NX6,barbell horizontal-push,posture=supine|implement=barbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=horizontal-push|angle=flat|contraction=dynamic|range=full,supine,barbell,horizontal-push,bilateral,flat,compound,pectoralis-major;anterior-deltoid;triceps
free-exercise-db,One_Arm_Lat_Pulldown,One Arm Lat Pulldown,OMEN-0.2-R7LRNHCBP35RO,cable vertical-pull,posture=hanging|implement=cable|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=vertical-pull|angle=flat|contraction=dynamic|range=full,hanging,cable,vertical-pull,bilateral,flat,compound,latissimus-dorsi;teres-major
free-exercise-db,One_Arm_Pronated_Dumbbell_Triceps_Extension,One Arm Pronated Dumbbell Triceps Extension,OMEN-0.2-ZM2XSGIVSN5CG,dumbbell elbow-extension,posture=standing|implement=dumbbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=elbow-extension|angle=flat|contraction=dynamic|range=full,standing,dumbbell,elbow-extension,bilateral,flat,isolation,triceps
free-exercise-db,One_Arm_Supinated_Dumbbell_Triceps_Extension,One Arm Supinated Dumbbell Triceps Extension,OMEN-0.2-47OSRTYMQM53A,dumbbell supinated elbow-extension,posture=standing|implement=dumbbell|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=bilateral|pattern=elbow-extension|angle=flat|contraction=dynamic|range=full,standing,dumbbell,elbow-extension,bilateral,flat,isolation,triceps
free-exercise-db,One_Leg_Barbell_Squat,One Leg Barbell Squat,OMEN-0.2-HWYDOFIMW3MXQ,barbell squat,posture=standing|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,barbell,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Overhead_Cable_Curl,Overhead Cable Curl,OMEN-0.2-EBZSPGSXRM5AU,cable elbow-flexion,posture=standing|implement=cable|attachment=none|grip_orientation=supinated|grip_width=standard|laterality=bilateral|pattern=elbow-flexion|angle=flat|contraction=dynamic|range=full,standing,cable,elbow-flexion,bilateral,flat,isolation,biceps;brachialis
free-exercise-db,Overhead_Squat,Overhead Squat,OMEN-0.2-HWYDOFIMW3MXQ,barbell squat,posture=standing|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=squat|angle=flat|contraction=dynamic|range=full,standing,barbell,squat,bilateral,flat,compound,quadriceps;gluteus-maximus
free-exercise-db,Pallof_Press,Pallof Press,OMEN-0.2-OIQNRK6SDKVF2,cable anti-rotation,posture=standing|implement=cable|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=anti-rotation|angle=flat|contraction=dynamic|range=full,standing,cable,anti-rotation,bilateral,flat,isolation,obliques
free-exercise-db,Pallof_Press_With_Rotation,Pallof Press With Rotation,OMEN-0.2-OIQNRK6SDKVF2,cable anti-rotation,posture=standing|implement=cable|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=anti-rotation|angle=flat|contraction=dynamic|range=full,standing,cable,anti-rotation,bilateral,flat,isolation,obliques
free-exercise-db,Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench,Palms-Down Dumbbell Wrist Curl Over A Bench,OMEN-0.2-65DLD32QUPYGI,dumbbell wrist-flexion,posture=seated|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=wrist-flexion|angle=flat|contraction=dynamic|range=full,seated,dumbbell,wrist-flexion,bilateral,flat,isolation,forearm-flexors
free-exercise-db,Palms-Down_Wrist_Curl_Over_A_Bench,Palms-Down Wrist Curl Over A Bench,OMEN-0.2-ZG2JW3OSB4HGO,barbell wrist-flexion,posture=seated|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=wrist-flexion|angle=flat|contraction=dynamic|range=full,seated,barbell,wrist-flexion,bilateral,flat,isolation,forearm-flexors
free-exercise-db,Palms-Up_Barbell_Wrist_Curl_Over_A_Bench,Palms-Up Barbell Wrist Curl Over A Bench,OMEN-0.2-ZG2JW3OSB4HGO,barbell wrist-flexion,posture=seated|implement=barbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=wrist-flexion|angle=flat|contraction=dynamic|range=full,seated,barbell,wrist-flexion,bilateral,flat,isolation,forearm-flexors
free-exercise-db,Palms-Up_Dumbbell_Wrist_Curl_Over_A_Bench,Palms-Up Dumbbell Wrist Curl Over A Bench,OMEN-0.2-65DLD32QUPYGI,dumbbell wrist-flexion,posture=seated|implement=dumbbell|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=wrist-flexion|angle=flat|contraction=dynamic|range=full,seated,dumbbell,wrist-flexion,bilateral,flat,isolation,forearm-flexors
free-exercise-db,Physioball_Hip_Bridge,Physioball Hip Bridge,OMEN-0.2-NZNK4OR65OW2A,stability-ball hip-extension,posture=supine|implement=stability-ball|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=hip-extension|angle=flat|contraction=dynamic|range=full,supine,stability-ball,hip-extension,bilateral,flat,isolation,gluteus-maximus
free-exercise-db,Pin_Presses,Pin Presses,OMEN-0.2-INVIVEL6CHBCG,barbell elbow-extension,posture=standing|implement=barbell|attachment=none|grip_orientation=pronated|grip_width=standard|laterality=bilateral|pattern=elbow-extension|angle=flat|contraction=dynamic|range=full,standing,barbell,elbow-extension,bilateral,flat,isolation,triceps
free-exercise-db,Plank,Plank,OMEN-0.2-R77DG3ING3F7U,anti-extension isometric,posture=prone|implement=bodyweight|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=anti-extension|angle=flat|contraction=isometric|range=full,prone,bodyweight,anti-extension,bilateral,flat,isolation,rectus-abdominis
free-exercise-db,Plate_Pinch,Plate Pinch,OMEN-0.2-4MOHCXGPONO2G,plate wrist-flexion,posture=seated|implement=plate|attachment=none|grip_orientation=neutral|grip_width=standard|laterality=bilateral|pattern=wrist-flexion|angle=flat|contraction=dynamic|range=full,seated,plate,wrist-flexion,bilateral,flat,isolation,forearm-flexors
